"adminLvl1","country","date","count"
"Guairá","Paraguay",2016-01-18,66
"Ñeembucú","Paraguay",2016-01-18,32
"Amambay","Paraguay",2016-01-18,21
"Presidente Hayes","Paraguay",2016-01-18,10
"Concepción","Paraguay",2016-01-18,10
"Cordillera","Paraguay",2016-01-18,6
"Paraguarí","Paraguay",2016-01-18,4
"Caazapá","Paraguay",2016-01-18,5
"San Pedro","Paraguay",2016-01-18,6
"Canindeyú","Paraguay",2016-01-18,2
"Boquerón","Paraguay",2016-01-18,0
"Alto Paraguay","Paraguay",2016-01-18,1
"Lima Province","Peru",2016-01-18,479
"La Libertad","Peru",2016-01-18,34
"Piura","Peru",2016-01-18,24
"Lima","Peru",2016-01-18,18
"Ayacucho","Peru",2016-01-18,13
"Arequipa","Peru",2016-01-18,5
"Ucayali","Peru",2016-01-18,10
"Junín","Peru",2016-01-18,0
"Ancash","Peru",2016-01-18,11
"Lambayeque","Peru",2016-01-18,6
"Callao","Peru",2016-01-18,11
"Callao","Peru",2016-01-18,11
"Loreto","Peru",2016-01-18,5
"San Martín","Peru",2016-01-18,3
"Cajamarca","Peru",2016-01-18,3
"Madre de Dios","Peru",2016-01-18,17
"Cusco","Peru",2016-01-18,0
"Huánuco","Peru",2016-01-18,0
"Tumbes","Peru",2016-01-18,4
"Ica","Peru",2016-01-18,1
"Huancavelica","Peru",2016-01-18,1
"Tacna","Peru",2016-01-18,1
"Amazonas","Peru",2016-01-18,0
"Moquegua","Peru",2016-01-18,0
"Apurímac","Peru",2016-01-18,0
"Pasco","Peru",2016-01-18,0
"Paramaribo","Suriname",2016-01-18,2
"Wanica","Suriname",2016-01-18,0
"Sipaliwini","Suriname",2016-01-18,0
"Saramacca","Suriname",2016-01-18,0
"Para","Suriname",2016-01-18,0
"Nickerie","Suriname",2016-01-18,0
"Marowijne","Suriname",2016-01-18,0
"Coronie","Suriname",2016-01-18,0
"Commewijne","Suriname",2016-01-18,0
"Brokopondo","Suriname",2016-01-18,0
"Montevideo","Uruguay",2016-01-18,441
"Canelones","Uruguay",2016-01-18,20
"Maldonado","Uruguay",2016-01-18,12
"Salto","Uruguay",2016-01-18,50
"Lavalleja","Uruguay",2016-01-18,37
"Tacuarembó","Uruguay",2016-01-18,2
"Paysandú","Uruguay",2016-01-18,7
"Durazno","Uruguay",2016-01-18,2
"Colonia","Uruguay",2016-01-18,9
"Río Negro","Uruguay",2016-01-18,1
"Artigas","Uruguay",2016-01-18,1
"Rocha","Uruguay",2016-01-18,3
"Flores","Uruguay",2016-01-18,3
"Rivera","Uruguay",2016-01-18,0
"Soriano","Uruguay",2016-01-18,2
"Treinta y Tres","Uruguay",2016-01-18,0
"Cerro Largo","Uruguay",2016-01-18,2
"San José","Uruguay",2016-01-18,0
"Florida","Uruguay",2016-01-18,1
"Distrito Capital","Venezuela",2016-01-18,7276
"Aragua","Venezuela",2016-01-18,1204
"Carabobo","Venezuela",2016-01-18,406
"Zulia","Venezuela",2016-01-18,559
"Lara","Venezuela",2016-01-18,271
"Táchira","Venezuela",2016-01-18,149
"Guárico","Venezuela",2016-01-18,36
"Barinas","Venezuela",2016-01-18,95
"Monagas","Venezuela",2016-01-18,40
"Bolívar","Venezuela",2016-01-18,73
"Anzoátegui","Venezuela",2016-01-18,86
"Miranda","Venezuela",2016-01-18,77
"Falcón","Venezuela",2016-01-18,90
"Vargas","Venezuela",2016-01-18,82
"Cojedes","Venezuela",2016-01-18,19
"Mérida","Venezuela",2016-01-18,130
"Yaracuy","Venezuela",2016-01-18,12
"Trujillo","Venezuela",2016-01-18,21
"Portuguesa","Venezuela",2016-01-18,22
"Nueva Esparta","Venezuela",2016-01-18,22
"Sucre","Venezuela",2016-01-18,15
"Apure","Venezuela",2016-01-18,9
"Amazonas","Venezuela",2016-01-18,2
"Delta Amacuro","Venezuela",2016-01-18,5
"Dependencias Federales","Venezuela",2016-01-18,0
"Buenos Aires","Argentine",2016-01-25,22134
"Buenos Aires Province","Argentine",2016-01-25,5520
"Misiones Province","Argentine",2016-01-25,2345
"Santa Fe Province","Argentine",2016-01-25,2400
"Corrientes Province","Argentine",2016-01-25,802
"Salta Province","Argentine",2016-01-25,248
"Chaco Province","Argentine",2016-01-25,433
"Mendoza Province","Argentine",2016-01-25,511
"Entre Ríos Province","Argentine",2016-01-25,229
"Córdoba Province, Argentina","Argentine",2016-01-25,310
"Tucumán Province","Argentine",2016-01-25,216
"Chubut Province","Argentine",2016-01-25,297
"Jujuy Province","Argentine",2016-01-25,218
"Neuquén Province","Argentine",2016-01-25,88
"Formosa Province","Argentine",2016-01-25,154
"Río Negro Province","Argentine",2016-01-25,73
"Tierra del Fuego Province","Argentine",2016-01-25,118
"Catamarca Province","Argentine",2016-01-25,63
"Santa Cruz Province","Argentine",2016-01-25,48
"La Pampa Province","Argentine",2016-01-25,25
"La Rioja Province","Argentine",2016-01-25,29
"San Luis Province","Argentine",2016-01-25,17
"San Juan Province","Argentine",2016-01-25,30
"Santiago del Estero Province","Argentine",2016-01-25,17
"La Paz","Bolivia",2016-01-25,262
"El Beni","Bolivia",2016-01-25,32
"Santa Cruz","Bolivia",2016-01-25,19
"Tarija","Bolivia",2016-01-25,6
"Cochabamba","Bolivia",2016-01-25,9
"Potosí","Bolivia",2016-01-25,0
"Oruro","Bolivia",2016-01-25,5
"Chuquisaca","Bolivia",2016-01-25,0
"Pando","Bolivia",2016-01-25,0
"Federal District","Brazil",2016-01-25,17176
"São Paulo","Brazil",2016-01-25,3901
"Rio de Janeiro","Brazil",2016-01-25,2123
"Minas Gerais","Brazil",2016-01-25,1748
"Paraná","Brazil",2016-01-25,1758
"Rio Grande do Sul","Brazil",2016-01-25,715
"Santa Catarina","Brazil",2016-01-25,626
"Bahia","Brazil",2016-01-25,679
"Pernambuco","Brazil",2016-01-25,400
"Goiás","Brazil",2016-01-25,364
"Rio Grande do Norte","Brazil",2016-01-25,334
"Espírito Santo","Brazil",2016-01-25,295
"Ceará","Brazil",2016-01-25,280
"Pará","Brazil",2016-01-25,321
"Paraíba","Brazil",2016-01-25,235
"Maranhão","Brazil",2016-01-25,158
"Amazonas","Brazil",2016-01-25,149
"Mato Grosso do Sul","Brazil",2016-01-25,213
"Mato Grosso","Brazil",2016-01-25,129
"Alagoas","Brazil",2016-01-25,63
"Piauí","Brazil",2016-01-25,93
"Tocantins","Brazil",2016-01-25,81
"Amapá","Brazil",2016-01-25,80
"Sergipe","Brazil",2016-01-25,90
"Acre","Brazil",2016-01-25,64
"Rondônia","Brazil",2016-01-25,51
"Roraima","Brazil",2016-01-25,15
"Región Metropolitana de Santiago","Chile",2016-01-25,2718
"Bío-Bío","Chile",2016-01-25,61
"Valparaíso","Chile",2016-01-25,34
"Los Lagos","Chile",2016-01-25,54
"La Araucanía","Chile",2016-01-25,36
"Maule","Chile",2016-01-25,35
"Atacama","Chile",2016-01-25,5
"Coquimbo","Chile",2016-01-25,6
"Los Ríos","Chile",2016-01-25,5
"Antofagasta","Chile",2016-01-25,6
"Tarapacá","Chile",2016-01-25,5
"Libertador General Bernardo O'Higgins","Chile",2016-01-25,2
"Arica y Parinacota","Chile",2016-01-25,2
"Magallanes y Antártica Chilena","Chile",2016-01-25,5
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-01-25,0
"Córdoba","Colombia",2016-01-25,1455
"Bogota","Colombia",2016-01-25,662
"Antioquia","Colombia",2016-01-25,69
"Atlántico","Colombia",2016-01-25,72
"Cauca","Colombia",2016-01-25,200
"Valle del Cauca","Colombia",2016-01-25,129
"Bolívar","Colombia",2016-01-25,222
"Santander","Colombia",2016-01-25,74
"Cesar","Colombia",2016-01-25,27
"Sucre","Colombia",2016-01-25,125
"Risaralda","Colombia",2016-01-25,14
"Meta","Colombia",2016-01-25,14
"Huila","Colombia",2016-01-25,13
"Boyacá","Colombia",2016-01-25,93
"Magdalena","Colombia",2016-01-25,18
"Casanare","Colombia",2016-01-25,6
"Norte de Santander","Colombia",2016-01-25,21
"Tolima","Colombia",2016-01-25,18
"La Guajira","Colombia",2016-01-25,21
"Nariño","Colombia",2016-01-25,22
"Cundinamarca","Colombia",2016-01-25,6
"Caldas","Colombia",2016-01-25,2
"Caquetá","Colombia",2016-01-25,0
"Quindío","Colombia",2016-01-25,2
"Arauca","Colombia",2016-01-25,2
"Chocó","Colombia",2016-01-25,5
"Putumayo","Colombia",2016-01-25,0
"San Andrés y Providencia","Colombia",2016-01-25,0
"Vaupés","Colombia",2016-01-25,0
"Vichada","Colombia",2016-01-25,0
"Guaviare","Colombia",2016-01-25,0
"Guainía","Colombia",2016-01-25,0
"Amazonas","Colombia",2016-01-25,0
"Pichincha","Ecuador",2016-01-25,834
"Guayas","Ecuador",2016-01-25,309
"Loja","Ecuador",2016-01-25,117
"Manabi","Ecuador",2016-01-25,72
"El Oro","Ecuador",2016-01-25,76
"Los Rios","Ecuador",2016-01-25,9
"Azuay","Ecuador",2016-01-25,29
"Esmeraldas","Ecuador",2016-01-25,10
"Zamora Chinchipe","Ecuador",2016-01-25,3
"Tungurahua","Ecuador",2016-01-25,9
"Santa Elena","Ecuador",2016-01-25,13
"Morona Santiago","Ecuador",2016-01-25,9
"Imbabura","Ecuador",2016-01-25,9
"Galápagos","Ecuador",2016-01-25,3
"Chimborazo","Ecuador",2016-01-25,11
"Napo","Ecuador",2016-01-25,4
"Orellana","Ecuador",2016-01-25,2
"Santo Domingo de los Tsáchilas","Ecuador",2016-01-25,2
"Cañar","Ecuador",2016-01-25,0
"Cotopaxi","Ecuador",2016-01-25,6
"Sucumbios","Ecuador",2016-01-25,1
"Pastaza","Ecuador",2016-01-25,0
"Bolivar","Ecuador",2016-01-25,0
"Carchi","Ecuador",2016-01-25,0
"East Berbice-Corentyne","Guyana",2016-01-25,2
"Mahaica-Berbice","Guyana",2016-01-25,0
"Upper Takutu-Upper Essequibo","Guyana",2016-01-25,0
"Upper Demerara-Berbice","Guyana",2016-01-25,0
"Potaro-Siparuni","Guyana",2016-01-25,0
"Pomeroon-Supenaam","Guyana",2016-01-25,0
"Essequibo Islands-West Demerara","Guyana",2016-01-25,0
"Demerara-Mahaica","Guyana",2016-01-25,0
"Cuyuni-Mazaruni","Guyana",2016-01-25,0
"Barima-Waini","Guyana",2016-01-25,0
"Asunción","Paraguay",2016-01-25,3094
"Central","Paraguay",2016-01-25,250
"Alto Paraná","Paraguay",2016-01-25,118
"Itapúa","Paraguay",2016-01-25,90
"Caaguazú","Paraguay",2016-01-25,67
"Misiones","Paraguay",2016-01-25,68
"Guairá","Paraguay",2016-01-25,55
"Ñeembucú","Paraguay",2016-01-25,10
"Amambay","Paraguay",2016-01-25,23
"Presidente Hayes","Paraguay",2016-01-25,6
"Concepción","Paraguay",2016-01-25,10
"Cordillera","Paraguay",2016-01-25,10
"Paraguarí","Paraguay",2016-01-25,1
"Caazapá","Paraguay",2016-01-25,7
"San Pedro","Paraguay",2016-01-25,5
"Canindeyú","Paraguay",2016-01-25,4
"Boquerón","Paraguay",2016-01-25,0
"Alto Paraguay","Paraguay",2016-01-25,0
"Lima Province","Peru",2016-01-25,676
"La Libertad","Peru",2016-01-25,61
"Piura","Peru",2016-01-25,19
"Lima","Peru",2016-01-25,12
"Ayacucho","Peru",2016-01-25,12
"Arequipa","Peru",2016-01-25,7
"Ucayali","Peru",2016-01-25,4
"Junín","Peru",2016-01-25,6
"Ancash","Peru",2016-01-25,9
"Lambayeque","Peru",2016-01-25,3
"Callao","Peru",2016-01-25,9
"Callao","Peru",2016-01-25,9
"Loreto","Peru",2016-01-25,4
"San Martín","Peru",2016-01-25,1
"Cajamarca","Peru",2016-01-25,4
"Madre de Dios","Peru",2016-01-25,4
"Cusco","Peru",2016-01-25,3
"Huánuco","Peru",2016-01-25,1
"Tumbes","Peru",2016-01-25,1
"Ica","Peru",2016-01-25,3
"Huancavelica","Peru",2016-01-25,4
"Tacna","Peru",2016-01-25,2
"Amazonas","Peru",2016-01-25,0
"Moquegua","Peru",2016-01-25,0
"Apurímac","Peru",2016-01-25,0
"Pasco","Peru",2016-01-25,0
"Paramaribo","Suriname",2016-01-25,1
"Wanica","Suriname",2016-01-25,0
"Sipaliwini","Suriname",2016-01-25,0
"Saramacca","Suriname",2016-01-25,0
"Para","Suriname",2016-01-25,0
"Nickerie","Suriname",2016-01-25,0
"Marowijne","Suriname",2016-01-25,0
"Coronie","Suriname",2016-01-25,0
"Commewijne","Suriname",2016-01-25,0
"Brokopondo","Suriname",2016-01-25,0
"Montevideo","Uruguay",2016-01-25,761
"Canelones","Uruguay",2016-01-25,29
"Maldonado","Uruguay",2016-01-25,14
"Salto","Uruguay",2016-01-25,30
"Lavalleja","Uruguay",2016-01-25,50
"Tacuarembó","Uruguay",2016-01-25,5
"Paysandú","Uruguay",2016-01-25,12
"Durazno","Uruguay",2016-01-25,1
"Colonia","Uruguay",2016-01-25,10
"Río Negro","Uruguay",2016-01-25,5
"Artigas","Uruguay",2016-01-25,3
"Rocha","Uruguay",2016-01-25,7
"Flores","Uruguay",2016-01-25,6
"Rivera","Uruguay",2016-01-25,6
"Soriano","Uruguay",2016-01-25,2
"Treinta y Tres","Uruguay",2016-01-25,1
"Cerro Largo","Uruguay",2016-01-25,3
"San José","Uruguay",2016-01-25,0
"Florida","Uruguay",2016-01-25,1
"Distrito Capital","Venezuela",2016-01-25,9655
"Aragua","Venezuela",2016-01-25,2063
"Carabobo","Venezuela",2016-01-25,811
"Zulia","Venezuela",2016-01-25,465
"Lara","Venezuela",2016-01-25,415
"Táchira","Venezuela",2016-01-25,176
"Guárico","Venezuela",2016-01-25,156
"Barinas","Venezuela",2016-01-25,264
"Monagas","Venezuela",2016-01-25,127
"Bolívar","Venezuela",2016-01-25,96
"Anzoátegui","Venezuela",2016-01-25,159
"Miranda","Venezuela",2016-01-25,127
"Falcón","Venezuela",2016-01-25,144
"Vargas","Venezuela",2016-01-25,75
"Cojedes","Venezuela",2016-01-25,66
"Mérida","Venezuela",2016-01-25,36
"Yaracuy","Venezuela",2016-01-25,106
"Trujillo","Venezuela",2016-01-25,65
"Portuguesa","Venezuela",2016-01-25,99
"Nueva Esparta","Venezuela",2016-01-25,51
"Sucre","Venezuela",2016-01-25,21
"Apure","Venezuela",2016-01-25,19
"Amazonas","Venezuela",2016-01-25,4
"Delta Amacuro","Venezuela",2016-01-25,3
"Dependencias Federales","Venezuela",2016-01-25,0
"Buenos Aires","Argentine",2016-02-01,19495
"Buenos Aires Province","Argentine",2016-02-01,5797
"Misiones Province","Argentine",2016-02-01,2605
"Santa Fe Province","Argentine",2016-02-01,2802
"Corrientes Province","Argentine",2016-02-01,807
"Salta Province","Argentine",2016-02-01,188
"Chaco Province","Argentine",2016-02-01,480
"Mendoza Province","Argentine",2016-02-01,564
"Entre Ríos Province","Argentine",2016-02-01,267
"Córdoba Province, Argentina","Argentine",2016-02-01,270
"Tucumán Province","Argentine",2016-02-01,259
"Chubut Province","Argentine",2016-02-01,318
"Jujuy Province","Argentine",2016-02-01,126
"Neuquén Province","Argentine",2016-02-01,85
"Formosa Province","Argentine",2016-02-01,141
"Río Negro Province","Argentine",2016-02-01,124
"Tierra del Fuego Province","Argentine",2016-02-01,89
"Catamarca Province","Argentine",2016-02-01,70
"Santa Cruz Province","Argentine",2016-02-01,50
"La Pampa Province","Argentine",2016-02-01,33
"La Rioja Province","Argentine",2016-02-01,29
"San Luis Province","Argentine",2016-02-01,51
"San Juan Province","Argentine",2016-02-01,37
"Santiago del Estero Province","Argentine",2016-02-01,30
"La Paz","Bolivia",2016-02-01,160
"El Beni","Bolivia",2016-02-01,25
"Santa Cruz","Bolivia",2016-02-01,8
"Tarija","Bolivia",2016-02-01,6
"Cochabamba","Bolivia",2016-02-01,5
"Potosí","Bolivia",2016-02-01,0
"Oruro","Bolivia",2016-02-01,2
"Chuquisaca","Bolivia",2016-02-01,3
"Pando","Bolivia",2016-02-01,0
"Federal District","Brazil",2016-02-01,26052
"São Paulo","Brazil",2016-02-01,5044
"Rio de Janeiro","Brazil",2016-02-01,3796
"Minas Gerais","Brazil",2016-02-01,2270
"Paraná","Brazil",2016-02-01,1965
"Rio Grande do Sul","Brazil",2016-02-01,873
"Santa Catarina","Brazil",2016-02-01,764
"Bahia","Brazil",2016-02-01,752
"Pernambuco","Brazil",2016-02-01,629
"Goiás","Brazil",2016-02-01,418
"Rio Grande do Norte","Brazil",2016-02-01,581
"Espírito Santo","Brazil",2016-02-01,349
"Ceará","Brazil",2016-02-01,419
"Pará","Brazil",2016-02-01,375
"Paraíba","Brazil",2016-02-01,289
"Maranhão","Brazil",2016-02-01,195
"Amazonas","Brazil",2016-02-01,263
"Mato Grosso do Sul","Brazil",2016-02-01,221
"Mato Grosso","Brazil",2016-02-01,115
"Alagoas","Brazil",2016-02-01,158
"Piauí","Brazil",2016-02-01,166
"Tocantins","Brazil",2016-02-01,124
"Amapá","Brazil",2016-02-01,68
"Sergipe","Brazil",2016-02-01,65
"Acre","Brazil",2016-02-01,118
"Rondônia","Brazil",2016-02-01,80
"Roraima","Brazil",2016-02-01,20
"Región Metropolitana de Santiago","Chile",2016-02-01,2612
"Bío-Bío","Chile",2016-02-01,83
"Valparaíso","Chile",2016-02-01,52
"Los Lagos","Chile",2016-02-01,65
"La Araucanía","Chile",2016-02-01,28
"Maule","Chile",2016-02-01,120
"Atacama","Chile",2016-02-01,1
"Coquimbo","Chile",2016-02-01,12
"Los Ríos","Chile",2016-02-01,23
"Antofagasta","Chile",2016-02-01,6
"Tarapacá","Chile",2016-02-01,7
"Libertador General Bernardo O'Higgins","Chile",2016-02-01,1
"Arica y Parinacota","Chile",2016-02-01,2
"Magallanes y Antártica Chilena","Chile",2016-02-01,1
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-02-01,0
"Córdoba","Colombia",2016-02-01,1617
"Bogota","Colombia",2016-02-01,1481
"Antioquia","Colombia",2016-02-01,175
"Atlántico","Colombia",2016-02-01,71
"Cauca","Colombia",2016-02-01,254
"Valle del Cauca","Colombia",2016-02-01,97
"Bolívar","Colombia",2016-02-01,235
"Santander","Colombia",2016-02-01,121
"Cesar","Colombia",2016-02-01,68
"Sucre","Colombia",2016-02-01,113
"Risaralda","Colombia",2016-02-01,26
"Meta","Colombia",2016-02-01,16
"Huila","Colombia",2016-02-01,22
"Boyacá","Colombia",2016-02-01,50
"Magdalena","Colombia",2016-02-01,28
"Casanare","Colombia",2016-02-01,12
"Norte de Santander","Colombia",2016-02-01,30
"Tolima","Colombia",2016-02-01,32
"La Guajira","Colombia",2016-02-01,23
"Nariño","Colombia",2016-02-01,17
"Cundinamarca","Colombia",2016-02-01,10
"Caldas","Colombia",2016-02-01,15
"Caquetá","Colombia",2016-02-01,4
"Quindío","Colombia",2016-02-01,6
"Arauca","Colombia",2016-02-01,1
"Chocó","Colombia",2016-02-01,1
"Putumayo","Colombia",2016-02-01,0
"San Andrés y Providencia","Colombia",2016-02-01,0
"Vaupés","Colombia",2016-02-01,1
"Vichada","Colombia",2016-02-01,0
"Guaviare","Colombia",2016-02-01,0
"Guainía","Colombia",2016-02-01,0
"Amazonas","Colombia",2016-02-01,0
"Pichincha","Ecuador",2016-02-01,1139
"Guayas","Ecuador",2016-02-01,308
"Loja","Ecuador",2016-02-01,133
"Manabi","Ecuador",2016-02-01,66
"El Oro","Ecuador",2016-02-01,52
"Los Rios","Ecuador",2016-02-01,198
"Azuay","Ecuador",2016-02-01,39
"Esmeraldas","Ecuador",2016-02-01,18
"Zamora Chinchipe","Ecuador",2016-02-01,1
"Tungurahua","Ecuador",2016-02-01,11
"Santa Elena","Ecuador",2016-02-01,18
"Morona Santiago","Ecuador",2016-02-01,12
"Imbabura","Ecuador",2016-02-01,12
"Galápagos","Ecuador",2016-02-01,8
"Chimborazo","Ecuador",2016-02-01,7
"Napo","Ecuador",2016-02-01,3
"Orellana","Ecuador",2016-02-01,4
"Santo Domingo de los Tsáchilas","Ecuador",2016-02-01,2
"Cañar","Ecuador",2016-02-01,4
"Cotopaxi","Ecuador",2016-02-01,0
"Sucumbios","Ecuador",2016-02-01,0
"Pastaza","Ecuador",2016-02-01,1
"Bolivar","Ecuador",2016-02-01,0
"Carchi","Ecuador",2016-02-01,0
"East Berbice-Corentyne","Guyana",2016-02-01,2
"Mahaica-Berbice","Guyana",2016-02-01,0
"Upper Takutu-Upper Essequibo","Guyana",2016-02-01,0
"Upper Demerara-Berbice","Guyana",2016-02-01,0
"Potaro-Siparuni","Guyana",2016-02-01,0
"Pomeroon-Supenaam","Guyana",2016-02-01,0
"Essequibo Islands-West Demerara","Guyana",2016-02-01,0
"Demerara-Mahaica","Guyana",2016-02-01,0
"Cuyuni-Mazaruni","Guyana",2016-02-01,0
"Barima-Waini","Guyana",2016-02-01,0
"Asunción","Paraguay",2016-02-01,2349
"Central","Paraguay",2016-02-01,209
"Alto Paraná","Paraguay",2016-02-01,129
"Itapúa","Paraguay",2016-02-01,102
"Caaguazú","Paraguay",2016-02-01,55
"Misiones","Paraguay",2016-02-01,72
"Guairá","Paraguay",2016-02-01,50
"Ñeembucú","Paraguay",2016-02-01,14
"Amambay","Paraguay",2016-02-01,33
"Presidente Hayes","Paraguay",2016-02-01,10
"Concepción","Paraguay",2016-02-01,7
"Cordillera","Paraguay",2016-02-01,7
"Paraguarí","Paraguay",2016-02-01,11
"Caazapá","Paraguay",2016-02-01,9
"San Pedro","Paraguay",2016-02-01,3
"Canindeyú","Paraguay",2016-02-01,3
"Boquerón","Paraguay",2016-02-01,0
"Alto Paraguay","Paraguay",2016-02-01,0
"Lima Province","Peru",2016-02-01,715
"La Libertad","Peru",2016-02-01,64
"Piura","Peru",2016-02-01,21
"Lima","Peru",2016-02-01,14
"Ayacucho","Peru",2016-02-01,16
"Arequipa","Peru",2016-02-01,13
"Ucayali","Peru",2016-02-01,13
"Junín","Peru",2016-02-01,4
"Ancash","Peru",2016-02-01,11
"Lambayeque","Peru",2016-02-01,9
"Callao","Peru",2016-02-01,7
"Callao","Peru",2016-02-01,7
"Loreto","Peru",2016-02-01,2
"San Martín","Peru",2016-02-01,3
"Cajamarca","Peru",2016-02-01,4
"Madre de Dios","Peru",2016-02-01,1
"Cusco","Peru",2016-02-01,1
"Huánuco","Peru",2016-02-01,2
"Tumbes","Peru",2016-02-01,2
"Ica","Peru",2016-02-01,2
"Huancavelica","Peru",2016-02-01,0
"Tacna","Peru",2016-02-01,2
"Amazonas","Peru",2016-02-01,0
"Moquegua","Peru",2016-02-01,1
"Apurímac","Peru",2016-02-01,0
"Pasco","Peru",2016-02-01,0
"Paramaribo","Suriname",2016-02-01,4
"Wanica","Suriname",2016-02-01,0
"Sipaliwini","Suriname",2016-02-01,0
"Saramacca","Suriname",2016-02-01,0
"Para","Suriname",2016-02-01,0
"Nickerie","Suriname",2016-02-01,0
"Marowijne","Suriname",2016-02-01,0
"Coronie","Suriname",2016-02-01,0
"Commewijne","Suriname",2016-02-01,0
"Brokopondo","Suriname",2016-02-01,0
"Montevideo","Uruguay",2016-02-01,699
"Canelones","Uruguay",2016-02-01,34
"Maldonado","Uruguay",2016-02-01,17
"Salto","Uruguay",2016-02-01,25
"Lavalleja","Uruguay",2016-02-01,40
"Tacuarembó","Uruguay",2016-02-01,4
"Paysandú","Uruguay",2016-02-01,12
"Durazno","Uruguay",2016-02-01,4
"Colonia","Uruguay",2016-02-01,12
"Río Negro","Uruguay",2016-02-01,8
"Artigas","Uruguay",2016-02-01,1
"Rocha","Uruguay",2016-02-01,3
"Flores","Uruguay",2016-02-01,5
"Rivera","Uruguay",2016-02-01,5
"Soriano","Uruguay",2016-02-01,4
"Treinta y Tres","Uruguay",2016-02-01,2
"Cerro Largo","Uruguay",2016-02-01,1
"San José","Uruguay",2016-02-01,0
"Florida","Uruguay",2016-02-01,0
"Distrito Capital","Venezuela",2016-02-01,8448
"Aragua","Venezuela",2016-02-01,2052
"Carabobo","Venezuela",2016-02-01,949
"Zulia","Venezuela",2016-02-01,373
"Lara","Venezuela",2016-02-01,308
"Táchira","Venezuela",2016-02-01,438
"Guárico","Venezuela",2016-02-01,117
"Barinas","Venezuela",2016-02-01,288
"Monagas","Venezuela",2016-02-01,226
"Bolívar","Venezuela",2016-02-01,206
"Anzoátegui","Venezuela",2016-02-01,190
"Miranda","Venezuela",2016-02-01,161
"Falcón","Venezuela",2016-02-01,148
"Vargas","Venezuela",2016-02-01,63
"Cojedes","Venezuela",2016-02-01,118
"Mérida","Venezuela",2016-02-01,31
"Yaracuy","Venezuela",2016-02-01,77
"Trujillo","Venezuela",2016-02-01,51
"Portuguesa","Venezuela",2016-02-01,51
"Nueva Esparta","Venezuela",2016-02-01,78
"Sucre","Venezuela",2016-02-01,17
"Apure","Venezuela",2016-02-01,57
"Amazonas","Venezuela",2016-02-01,5
"Delta Amacuro","Venezuela",2016-02-01,4
"Dependencias Federales","Venezuela",2016-02-01,0
"Buenos Aires","Argentine",2016-02-08,17947
